name,price,year,total_km,location,engine_type,transmission
2017 Honda HRV 1.8L E CVT,285000000,2017,67531,"Jakarta Utara
5 Seat
1799 Cc
Ventilasi Ac Belakang
Engine Start Stop Button
Power Outlet
Automatic Climate Control
Jok Dilapis Kulit
Cruise Control
Lihat Detail Penjual",Bensin,CVT
2016 Honda CR-V 2.0L MT,232000000,2016,75000,Sidoarjo,Bensin,Manual
2018 Honda HRV 1.5L E CVT,235000000,2018,,,,CVT
2012 Honda CR-V 2.0L AT,179000000,2012,95000,,Bensin,Otomatis
2019 Daihatsu Terios R M/T,190000000,2019,60000,Denpasar,Bensin,Manual
2014 Honda CR-V 2.0L,190000000,2014,,,,
2017 Honda CR-V 1.5L Turbo Prestige,375000000,2017,,,,
2005 Honda HRV 1.8 Prestige,242000000,2005,80000,Bekasi,Bensin,Otomatis
2004 Honda Jazz I-DSI 1.5L MT,85000000,2004,99000,,Diesel,Manual
2011 Honda CR-V 2.4 4X2 AUTOMATIC,155000000,2011,123456,Bekasi,Bensin,
2022 Daihatsu Terios X A/T Deluxe,209000000,2022,,,,Otomatis
2017 Honda HRV 1.5L S MT,225000000,2017,47000,Surabaya,Bensin,Manual
2014 Honda CR-V 2.0 i-VTEC AT,195000000,2014,60000,Surabaya,Bensin,Otomatis
2012 Honda CR-V 2.4 I-VTEC AT,170000000,2012,105000,Bandung,Bensin,Otomatis
2020 Honda Jazz VTEC 1.5L AT,258500000,2020,31905,Sidoarjo,Bensin,Otomatis
2018 Daihatsu Terios X A/T Deluxe,190000000,2018,,,,Otomatis
2012 Honda CR-V 2.4L AT,145000000,2012,,,,Otomatis
2018 Daihatsu Terios R M/T,192000000,2018,58000,Sidoarjo,Bensin,Manual
2020 Daihatsu Terios X A/T Deluxe,199900000,2020,50000,Surabaya,Bensin,Otomatis
2004 Honda CR-V 2.0L,75000000,2004,150000,"Jakarta Utara
5 Seat
1997 Cc
Ventilasi Ac Belakang
Engine Start Stop Button
Lingkar Kemudi Dengan Tombol Multi Fungsi
Layar Sentuh
Anti Lock Braking System
Sensor Parkir
Lihat Detail Penjual",Bensin,CVT
2004 Honda CR-V 2.0L 4X2 AT,75000000,2004,,,,Otomatis
2013 Nissan Juke RX AT,150000000,2013,50000,,Bensin,Otomatis
2012 Nissan Juke RX AT,170000000,2012,90000,,Bensin,Otomatis
2012 Nissan Juke CVT 1.5 AT,140000000,2012,,,,CVT
2013 Nissan Juke 1.5L RX CVT,145000000,2013,99000,,Bensin,CVT
2016 Mazda CX 5 GRAND TOURING SKYACTIVE,270000000,2016,65000,"Jakarta Utara
Lihat Detail Penjual",Bensin,
2014 Mazda CX 5 2.5L GT AT,205000000,2014,,,,Otomatis
2019 Mazda CX 5 Elite,418000000,2019,50000,"Jakarta Utara
5 Seat
2488 Cc
Ventilasi Ac Belakang
Engine Start Stop Button
Power Outlet
Lingkar Kemudi Dengan Tombol Multi Fungsi
Automatic Climate Control
Layar Sentuh
Lihat Detail Penjual",Bensin,Otomatis
2015 Nissan Juke 1.5L RX CVT,165000000,2015,94000,Denpasar,Bensin,CVT
2020 Mazda CX-5 GRAND TOURING SKYACTIVE,423000000,2020,24993,"Tangerang
Lihat Detail Penjual",Bensin,
2013 Mazda CX-5 2.5L Sport AT,185000000,2013,99000,Bandung,Bensin,Otomatis
2017 Suzuki SX4 S Cross AT,152000000,2017,104000,Semarang,Bensin,Otomatis
2014 Mazda CX-5 2.5L GT AT,205000000,2014,,,,Otomatis
2014 Mazda CX-5 2.0L AT,185000000,2014,90000,"Jakarta Selatan
Lihat Detail Penjual",Bensin,Otomatis
2011 Nissan Juke 1.5L RX CVT,119000000,2011,,,,CVT
2012 Nissan Juke 1.5L CVT,123000000,2012,,,,CVT
2008 Suzuki SX4 S Cross AT,90000000,2008,15000,Denpasar,Bensin,Otomatis
2011 Suzuki SX4 X-OVER 1.5 RC1 AT,110000000,2011,100000,Surabaya,Bensin,Otomatis
2014 Nissan Juke 1.5L RX CVT,140000000,2014,,,,CVT
2012 Nissan Juke 1.5L RX CVT,110000000,2012,110000,"Jakarta Pusat
Lihat Detail Penjual",Bensin,CVT
2017 Nissan Juke 1.5L RX CVT,188000000,2017,49000,Surabaya,Bensin,CVT
2013 Nissan Juke 1.5L CVT,124000000,2013,,,,CVT
1992 Toyota Corolla 1.6 SE GREAT MT SDN,52000000,1992,145023,,Bensin,Manual
2011 Nissan March 1.2 XS AT,79000000,2011,100000,"Jakarta Selatan
5 Seat
1198 Cc
Engine Start Stop Button
Lingkar Kemudi Dengan Tombol Multi Fungsi
Automatic Head Lamps
Airbag Penumpang Depan
Alarm Mobil
Spoiler Belakang
Lihat Detail Penjual",Bensin,Otomatis
2011 Nissan March 1.2 AT,85000000,2011,,,,Otomatis
2018 Honda HRV E Plus CVT,215000000,2018,112823,Depok,Bensin,CVT
2013 BMW X5 XDRIVE 30i XLINE,335000000,2013,,,,
2019 BMW X2 sDrive18i M Sport X,815000000,2019,35000,"Jakarta Selatan
5 Seat
1499 Cc
Lihat Detail Penjual",Bensin,
2020 Toyota Corolla Cross HEV,435000000,2020,18000,Surabaya,Hybrid,CVT
2015 BMW X5 XDRIVE 30i XLINE,545000000,2015,87000,"Jakarta Utara
Lihat Detail Penjual",Bensin,
2014 Toyota Harrier 2.4 G L-Premium,395000000,2014,90000,"Jakarta Selatan
5 Seat
2362 Cc
Lihat Detail Penjual",Bensin,Otomatis
2017 Mazda CX-3 2.0 GT,300000000,2017,60000,Surabaya,Bensin,
2014 BMW X3 xDrive20d xLine,385000000,2014,79000,"Jakarta Selatan
5 Seat
1997 Cc
Ventilasi Ac Belakang
Engine Start Stop Button
Power Outlet
Lingkar Kemudi Dengan Tombol Multi Fungsi
Automatic Climate Control
Air Quality Control
Lihat Detail Penjual",Diesel,Otomatis
2020 Suzuki XL7 BETA A/T,212000000,2020,48000,Sidoarjo,Bensin,
2018 Lexus RX 300 Luxury,925000000,2018,42000,"Jakarta Selatan
7 Seat
1998 Cc
Ventilasi Ac Belakang
Engine Start Stop Button
Power Outlet
Lingkar Kemudi Dengan Tombol Multi Fungsi
Automatic Climate Control
Air Quality Control
Lihat Detail Penjual",Bensin,Otomatis
2014 Fiat 500s Sport,245000000,2014,13000,"Jakarta Utara
5 Seat
1368 Cc
Ventilasi Ac Belakang
Power Outlet
Automatic Climate Control
Jok Dilapis Kulit
Lingkar Kemudi Dengan Tombol Multi Fungsi
Anti Lock Braking System
Lihat Detail Penjual",Bensin,Otomatis
2023 BMW X5 M M Competition,1250000000,2023,,,,Otomatis
2018 Mercedes Benz GLA 200 AMG Line,515000000,2018,19000,Surabaya,Bensin,Otomatis
2017 Audi Q3 1.4 TFSI,450000000,2017,25000,"Jakarta Selatan
5 Seat
1395 Cc
Lihat Detail Penjual",Bensin,Otomatis
2016 Hyundai Tucson XG,221000000,2016,,,,Otomatis
2015 Toyota Harrier 3.0 G L-Premium,435000000,2015,48000,"Jakarta Selatan
5 Seat
2994 Cc
Lihat Detail Penjual",Bensin,Otomatis
2010 Toyota Harrier 2.4 G L-Premium,155000000,2010,150000,,Bensin,Otomatis
2019 Honda HRV E CVT,240000000,2019,75000,"Jakarta Selatan
5 Seat
1498 Cc
Lihat Detail Penjual",Bensin,CVT
2005 Honda Stream VTEC 1.7L AT,85000000,2005,125000,Semarang,Bensin,Otomatis
2023 Honda HRV 1.5L E CVT,330000000,2023,,,,CVT
2022 Daihatsu Terios R M/T,190000000,2022,70000,"Jakarta Timur
7 Seat
1496 Cc
Lihat Detail Penjual",Bensin,Manual
2024 Daihatsu Terios X ADS AT,210000000,2024,20000,"Jakarta Timur
7 Seat
1496 Cc
Lihat Detail Penjual",Bensin,Otomatis
2018 Datsun Cross 1.2 AT,97500000,2018,,,,Otomatis
2022 Honda HRV 1.5L S CVT,335000000,2022,30000,Bandung,Bensin,CVT
2007 Honda Jazz I-DSI 1.5L AT,85000000,2007,170000,Malang,Diesel,Otomatis
2020 Honda HRV E Plus CVT,215000000,2020,96000,Batam,Bensin,CVT
2018 Honda HRV 1.5L S CVT,186000000,2018,15765,"Jakarta Barat
5 Seat
1498 Cc
Lihat Detail Penjual",Bensin,CVT
2017 Honda HRV E Plus CVT,187000000,2017,,,,CVT
2020 Toyota Corolla Cross CROSS 1.8 SV Bensin AT,350000000,2020,,,Bensin,Otomatis
2017 Chevrolet Trax 1.4 Premier AT,155000000,2017,85000,Denpasar,Bensin,Otomatis
2015 Honda CR-V 2.4L A/T DOHC,158000000,2015,146184,"Jakarta Barat
Lihat Detail Penjual",Bensin,
2015 Toyota Rush 1.5L TRD MT,158000000,2015,157000,,Diesel,Manual
2019 Honda HRV 1.5L S,230000000,2019,9200,Surabaya,Bensin,Manual
2017 Toyota Rush 1.5L TRD MT,70000000,2017,,,,Manual
2021 Daihatsu Terios R A/T Deluxe,195000000,2021,114000,Depok,Bensin,Otomatis
2020 Daihatsu Terios X M/T Deluxe,185000000,2020,,,,Manual
2021 Daihatsu Terios R A/T,212000000,2021,28445,,Bensin,Otomatis
2016 Daihatsu Terios R ADS MT,149000000,2016,71000,,Bensin,Manual
2019 Daihatsu Terios X M/T Deluxe,195000000,2019,32000,,Bensin,Manual
2021 Daihatsu Terios X M/T,170000000,2021,40000,,Bensin,Manual
2017 Honda CR-V PRESTGE AT,315000000,2017,,,,Otomatis
2021 Honda HRV 1.8L Prestige,309000000,2021,,,,
2013 Chevrolet Captiva DOHC 2.0 AT,132500000,2013,137000,"Tangerang Selatan
Lihat Detail Penjual",Bensin,Otomatis
2022 Mazda CX-5 Anniversary Edition,540000000,2022,23226,Semarang,Bensin,Manual
2018 Honda BRV Prestige 1.5L AT,220000000,2018,,,,Otomatis
2015 Mazda CX-5 2.5L GT AT,170000000,2015,123932,"Jakarta Selatan
Lihat Detail Penjual",Bensin,Otomatis
2015 Mazda CX-5 GT,170000000,2015,80500,"Tangerang Selatan
5 Seat
2488 Cc
Lihat Detail Penjual",Bensin,Otomatis
2013 Nissan March 1.2 XS AT,100000000,2013,66123,,Bensin,Otomatis
2020 Mazda CX-3 Touring,255000000,2020,49000,,Bensin,Otomatis
2016 Datsun Cross CVT,110000000,2016,,,,CVT
2020 Suzuki XL7 BETA M/T,187500000,2020,39000,Yogyakarta,Bensin,
2009 Toyota Harrier 2.4L AT,105000000,2009,145752,Sidoarjo,Bensin,Otomatis
2019 Honda HRV 1.5L S CVT,200000000,2019,113185,"Tangerang Selatan
5 Seat
1498 Cc
Lihat Detail Penjual",Bensin,CVT
2021 Suzuki XL7 ALPHA A/T,215000000,2021,95364,"Tangerang Selatan
Lihat Detail Penjual",Bensin,
2012 Toyota Harrier 2.4L AT,220000000,2012,90001,,Bensin,Otomatis
2014 Honda CR-V 2.4L AT,182000000,2014,141856,"Jakarta Barat
Lihat Detail Penjual",Bensin,Otomatis
2022 Honda HRV SE 1.5L AT,288000000,2022,42077,,Bensin,Otomatis
2017 Honda CR-V 2.0L AT,285000000,2017,,,,Otomatis
2017 Daihatsu Terios R M/T,155000000,2017,61847,"Jakarta Barat
7 Seat
1496 Cc
Lihat Detail Penjual",Bensin,Manual
2015 Daihatsu Terios R ADS MT,168500000,2015,84000,Malang,Bensin,Manual
2020 Daihatsu Terios X M/T,205000000,2020,32172,"Jakarta Selatan
7 Seat
1496 Cc
Ventilasi Ac Belakang
Power Outlet
Layar Sentuh
Anti Lock Braking System
Sensor Parkir
Central Locking
Lihat Detail Penjual",Bensin,Manual
2018 Toyota Rush 1.5L TRD MT,228000000,2018,55000,Denpasar,Diesel,Manual
2018 Toyota Rush 1.5L TRD AT,190000000,2018,,,,Otomatis
2020 Toyota Rush 1.5L TRD MT,200000000,2020,32175,Bekasi,Diesel,Manual
2018 Honda CR-V 2.0L 4X2 AT,287000000,2018,70000,"Jakarta Barat
Lihat Detail Penjual",Bensin,Otomatis
2016 Daihatsu Terios R A/T,150000000,2016,100000,,Bensin,Otomatis
2010 Honda CR-V 2.4L AT,174000000,2010,50000,Denpasar,Bensin,Otomatis
2009 Honda CR-V 2.0L 4X2 AT,139000000,2009,118000,,Bensin,Otomatis
2013 Honda CR-V 2.4 I-VTEC AT,185000000,2013,100000,"Jakarta Selatan
5 Seat
2354 Cc
Ventilasi Ac Belakang
Engine Start Stop Button
Power Outlet
Automatic Climate Control
Jok Dilapis Kulit
Cruise Control
Lihat Detail Penjual",Bensin,Otomatis
2020 Honda HRV 1.5L E CVT Special Edition,300000000,2020,36000,"Jakarta Selatan
5 Seat
1497 Cc
Engine Start Stop Button
Power Outlet
Automatic Climate Control
Jok Dilapis Kulit
Cruise Control
Lingkar Kemudi Dengan Tombol Multi Fungsi
Lihat Detail Penjual",Bensin,CVT
2008 Honda CR-V 2.0L 4X2 AT,115000000,2008,165000,,Bensin,Otomatis
2023 Honda CR-V 1.5L Turbo Prestige,655000000,2023,3085,,Bensin,CVT
2015 Honda CR-V 2.4 24 J Bensin AT,205000000,2015,,,Bensin,Otomatis
2012 Honda CR-V 2.0L 4X2 AT,155000000,2012,90000,,Bensin,Otomatis
2015 Toyota Rush 1.5L TRD AT,100000000,2015,47689,Medan,Diesel,Otomatis
2017 Honda CR-V 2.0L,287000000,2017,,,,
2015 Honda CR-V 2.4L AUTOMATIC,225000000,2015,77000,"Jakarta Selatan
Lihat Detail Penjual",Bensin,
2022 Toyota Rush 1.5L TRD AT,230000000,2022,24880,Bogor,Diesel,Otomatis
2018 Daihatsu Terios X M/T Deluxe,185000000,2018,,,,Manual
2014 Honda CR-V PRESTIGE 2.4 AT,200000000,2014,127000,"Jakarta Utara
Lihat Detail Penjual",Bensin,Otomatis
2021 Daihatsu Terios X A/T Deluxe,225000000,2021,21435,Bekasi,Bensin,Otomatis
2017 Honda CR-V PRESTIGE 2.4 AT,285000000,2017,47250,"Jakarta Pusat
Lihat Detail Penjual",Bensin,Otomatis
2015 Honda Jazz I-DSI 1.5L AT,170000000,2015,,,,Otomatis
2003 Honda CR-V 2.0L 4X2 AT,82500000,2003,119000,Surabaya,Bensin,Otomatis
2018 Daihatsu Terios R A/T,215000000,2018,32000,"Jakarta Timur
7 Seat
1496 Cc
Ventilasi Ac Belakang
Power Outlet
Layar Sentuh
Anti Lock Braking System
Sensor Parkir
Central Locking
Lihat Detail Penjual",Bensin,Otomatis
2007 Honda Jazz I-DSI 1.5L MT,85000000,2007,95000,Tegal,Diesel,Manual
2014 Honda CR-V 2.4 I-VTEC AT,245000000,2014,,,,Otomatis
2015 Daihatsu Terios R ADS AT,160000000,2015,65000,Pekanbaru,Bensin,Otomatis
2022 Toyota Rush 1.5L TRD MT,220000000,2022,,,,Manual
2020 Toyota Rush 1.5L TRD AT,200000000,2020,32182,,Diesel,Otomatis
2017 Toyota Rush 1.5L TRD AT,180000000,2017,38563,,Diesel,Otomatis
2016 Daihatsu Terios R M/T,160000000,2016,56821,Surabaya,Bensin,Manual
2015 Honda HRV 1.5L S MT,170000000,2015,57000,,Bensin,Manual
2015 Honda CR-V 2.4L AT,215000000,2015,,,,Otomatis
2018 Honda Jazz I-DSI 1.5L AT,225000000,2018,39201,Bekasi,Diesel,Otomatis
2021 Toyota Rush 1.5L TRD MT,235000000,2021,21000,Bandung,Diesel,Manual
2018 Daihatsu Terios R A/T Deluxe,180000000,2018,53000,Bekasi,Bensin,Otomatis
2018 Daihatsu Terios R M/T Deluxe,170000000,2018,,,,Manual
2016 Toyota Rush 1.5L TRD MT,175000000,2016,37851,Depok,Diesel,Manual
2014 Honda Jazz I-DSI 1.5L AT,150000000,2014,37069,Depok,Diesel,Otomatis
2009 Honda Jazz VTEC 1.5L AT,130000000,2009,,,,Otomatis
2016 Honda Jazz I-DSI 1.5L MT,215000000,2016,,,,Manual
2011 Honda CR-V 2.0L 4X2 AT,133000000,2011,96000,Bandung,Bensin,Otomatis
2020 Daihatsu Terios R M/T,180000000,2020,21038,Bandung,Bensin,Manual
2016 Honda Jazz I-DSI 1.5L AT,190000000,2016,35247,Semarang,Diesel,Otomatis
2020 Daihatsu Terios X A/T,250000000,2020,,,,Otomatis
2017 Honda CR-V 2.0 i-VTEC AT,286000000,2017,78542,"Jakarta Selatan
5 Seat
1997 Cc
Ventilasi Ac Belakang
Power Outlet
Lingkar Kemudi Dengan Tombol Multi Fungsi
Layar Sentuh
Anti Lock Braking System
Airbag Penumpang Depan
Lihat Detail Penjual",Bensin,Otomatis
2012 Honda Jazz I-DSI 1.5L AT,140000000,2012,,,,Otomatis
2010 Honda Jazz I-DSI 1.5L AT,115000000,2010,35257,"Jakarta Barat
Lihat Detail Penjual",Diesel,Otomatis
2018 Honda Jazz VTEC 1.5L AT,215000000,2018,,,,Otomatis
2015 Daihatsu Terios R A/T,125000000,2015,8564,Balikpapan,Bensin,Otomatis
2012 Honda CR-V PRESTIGE 2.4 AT,195000000,2012,,,,Otomatis
2016 Honda HRV 1.5L S MT,160000000,2016,3500,Semarang,Bensin,Manual
2013 Honda CR-V 2.0L 4X2 AT,205000000,2013,,,,Otomatis
2019 Honda HRV E SE 1.5L AT,305000000,2019,24000,Sidoarjo,Bensin,Otomatis
2015 Honda CR-V 2.4 Prestige 24 J Bensin AT,240000000,2015,,,Bensin,Otomatis
2005 Honda Jazz VTEC 1.5L AT,83000000,2005,190000,"Tangerang
Lihat Detail Penjual",Bensin,Otomatis
2013 Honda Jazz VTEC 1.5L AT,170000000,2013,100000,Bekasi,Bensin,Otomatis
2007 Honda Jazz VTEC 1.5L AT,90000000,2007,85464,,Bensin,Otomatis
2005 Honda CR-V 2.0L 4X2 AT,88000000,2005,105000,Sidoarjo,Bensin,Otomatis
2013 Honda CR-V 2.4L A/T DOHC,210000000,2013,90000,Bandung,Bensin,
2020 Daihatsu Terios R A/T Deluxe,215000000,2020,34000,"Jakarta Timur
7 Seat
1496 Cc
Layar Sentuh
Anti Lock Braking System
Central Locking
Hill",Bensin,Otomatis
2008 Honda CR-V 2.0L,122000000,2008,,,,
2003 Honda CR-V Standar 1.5L AT,85000000,2003,256292,,Bensin,Otomatis
2020 Daihatsu Terios R M/T Deluxe,245000000,2020,53000,Makassar,Bensin,Manual
2019 Daihatsu Terios X M/T,198000000,2019,86000,Pekanbaru,Bensin,Manual
2018 Daihatsu Terios X M/T,195000000,2018,,,,Manual
2018 Honda HRV 1.5L S MT,240000000,2018,,,,Manual
2018 Honda HRV SE 1.5L AT,265000000,2018,30000,"Jakarta Utara
Lihat Detail Penjual",Bensin,Otomatis
2017 Daihatsu Terios X M/T,130000000,2017,,,,Manual
2017 Daihatsu Terios R A/T,160000000,2017,,,,Otomatis
2017 Honda CR-V 1.5L Turbo,340000000,2017,,,,
2017 Honda CR-V 2.0L MT,335000000,2017,47000,,Bensin,Manual
2016 Honda CR-V 2.0 i-VTEC AT,219000000,2016,90000,"Jakarta Timur
5 Seat
1997 Cc
Ventilasi Ac Belakang
Power Outlet
Lingkar Kemudi Dengan Tombol Multi Fungsi
Layar Sentuh
Anti Lock Braking System
Airbag Penumpang Depan
Lihat Detail Penjual",Bensin,Otomatis
2016 Honda CR-V 2.0L AT,225000000,2016,,,,Otomatis
2016 Honda HRV 1.8L E CVT,235000000,2016,61000,Surabaya,Bensin,CVT
2015 Honda HRV 1.8L E CVT,210000000,2015,,,,CVT
2015 Honda CR-V 2.4 I-VTEC AT,220000000,2015,88000,"Jakarta Utara
5 Seat
2354 Cc
Ventilasi Ac Belakang
Engine Start Stop Button
Power Outlet
Lingkar Kemudi Dengan Tombol Multi Fungsi
Automatic Climate Control
Layar Sentuh
Lihat Detail Penjual",Bensin,Otomatis
2015 Honda CR-V 2.4L AT FACELIFT,250000000,2015,60000,"Jakarta Utara
Lihat Detail Penjual",Bensin,Otomatis
2013 Honda CR-V 2.4L AUTOMATIC,189000000,2013,95000,Bogor,Bensin,
2013 Honda CR-V 2.4 24 J Bensin AT,190000000,2013,,,Bensin,Otomatis
2013 Honda CR-V 2.0 i-VTEC AT,189000000,2013,146000,Surabaya,Bensin,Otomatis
2013 Honda CR-V 2.0L MT,200000000,2013,33210,Semarang,Bensin,Manual
2013 Honda CR-V 2.4L AT FACELIFT,222000000,2013,,,,Otomatis
2012 Honda CR-V 2.0 i-VTEC AT,175000000,2012,130000,,Bensin,Otomatis
2012 Honda CR-V 2.4 24 J Bensin AT,170000000,2012,107280,Bandung,Bensin,Otomatis
2012 Honda CR-V 2 20 J Bensin MT,195000000,2012,126800,,Bensin,Manual
2006 Honda Jazz I-DSI 1.5L AT,109000000,2006,30000,"Jakarta Barat
Lihat Detail Penjual",Diesel,Otomatis
2005 Honda Jazz I-DSI 1.5L AT,80000000,2005,,,,Otomatis
2004 Honda Jazz I-DSI 1.5L AT,72000000,2004,225000,Yogyakarta,Diesel,Otomatis
2013 Honda CR-V 2.4 Prestige 24 J Bensin AT,237000000,2013,,,Bensin,Otomatis
2017 Honda CR-V 2.0L AT FACELIFT,310000000,2017,47000,,Bensin,Otomatis
2018 Daihatsu Terios X A/T,175000000,2018,63000,Denpasar,Bensin,Otomatis
2025 Honda HRV 1.5L E CVT,218500000,2025,,,,CVT
2024 Daihatsu Terios R M/T,185000000,2024,78000,,Bensin,Manual
2017 Honda CR-V 2.4 Prestige 24 J Bensin AT,255000000,2017,,,Bensin,Otomatis
2023 Daihatsu Terios X M/T,225000000,2023,10000,Pekanbaru,Bensin,Manual
2015 Daihatsu Terios R M/T,150000000,2015,,,,Manual
2022 Daihatsu Terios R A/T Deluxe,240000000,2022,18000,Tegal,Bensin,Otomatis
2017 Honda CR-V 2.0L 4X2 AT,295000000,2017,79000,"Jakarta Selatan
Lihat Detail Penjual",Bensin,Otomatis
2016 Honda CR-V 2.4L AT FACELIFT,233000000,2016,98000,"Jakarta Selatan
Lihat Detail Penjual",Bensin,Otomatis
2016 Honda CR-V PRESTGE AT,295000000,2016,,,,Otomatis
2015 Honda CR-V 2.0L 4X2 AT,225000000,2015,150000,Bogor,Bensin,Otomatis
2013 Honda CR-V 1.5L Turbo Prestige,188000000,2013,72000,"Jakarta Pusat
7 Seat
1498 Cc
Ventilasi Ac Belakang
Engine Start Stop Button
Lingkar Kemudi Dengan Tombol Multi Fungsi
Automatic Climate Control
Layar Sentuh
Anti Lock Braking System
Lihat Detail Penjual",Bensin,CVT
2013 Honda CR-V PRESTGE AT,229000000,2013,93000,Surabaya,Bensin,Otomatis
2012 Honda Jazz VTEC 1.5L AT,150000000,2012,,,,Otomatis
2017 Honda Jazz VTEC 1.5L AT,220000000,2017,94000,Sidoarjo,Bensin,Otomatis
2019 Honda CR-V 2.0L 4X2 AT,320000000,2019,,,,Otomatis
2016 Honda CR-V 2.4 4X2 AUTOMATIC,245000000,2016,,,,
2015 Honda CR-V 2.0 i-VTEC AT,218000000,2015,90000,"Tangerang
5 Seat
1997 Cc
Ventilasi Ac Belakang
Power Outlet
Lingkar Kemudi Dengan Tombol Multi Fungsi
Layar Sentuh
Anti Lock Braking System
Airbag Penumpang Depan
Lihat Detail Penjual",Bensin,Otomatis
2014 Honda CR-V 2.4 Prestige 24 J Bensin AT,199000000,2014,110000,"Jakarta Selatan
Lihat Detail Penjual",Bensin,Otomatis
2013 Honda CR-V 2.0L,189000000,2013,90000,"Jakarta Selatan
5 Seat
1997 Cc
Ventilasi Ac Belakang
Engine Start Stop Button
Lingkar Kemudi Dengan Tombol Multi Fungsi
Layar Sentuh
Anti Lock Braking System
Sensor Parkir
Lihat Detail Penjual",Bensin,CVT
2013 Honda CR-V 2.0 i-VTEC MT,200000000,2013,,,,Manual
2013 Honda CR-V 2 4X2 MANUAL,200000000,2013,33000,Semarang,Bensin,Manual
2003 Honda Jazz I-DSI 1.5L MT,89700000,2003,,,,Manual
2025 Daihatsu Terios R M/T Deluxe,199000000,2025,45000,,Bensin,Manual
2019 Honda CR-V Standar 1.5L AT,415000000,2019,33000,Bogor,Bensin,Otomatis
